Absolute3DLocalizationElement :: Absolute3DLocalizationElement ( )	Absolute3DLocalizationElement :: Absolute3DLocalizationElement ( )
tf :: Vector3 var ; geometry_msgs :: TwistWithCovariance * var ; var . twist . linear . y = var . y ( )	tf2 :: Vector3 var ; geometry_msgs :: msg :: TwistWithCovariance * var ; var . twist . linear . y = var . y ( )
tf :: Vector3 var ; geometry_msgs :: TwistWithCovariance * var ; var . twist . linear . z = var . z ( )	tf2 :: Vector3 var ; geometry_msgs :: msg :: TwistWithCovariance * var ; var . twist . linear . z = var . z ( )
tf :: Vector3 var ; geometry_msgs :: TwistWithCovariance * var ; var . twist . angular . x = var . x ( )	tf2 :: Vector3 var ; geometry_msgs :: msg :: TwistWithCovariance * var ; var . twist . angular . x = var . x ( )
tf :: Vector3 var ; geometry_msgs :: TwistWithCovariance * var ; var . twist . angular . y = var . y ( )	tf2 :: Vector3 var ; geometry_msgs :: msg :: TwistWithCovariance * var ; var . twist . angular . y = var . y ( )
tf :: Vector3 var ; geometry_msgs :: TwistWithCovariance * var ; var . twist . angular . z = var . z ( )	tf2 :: Vector3 var ; geometry_msgs :: msg :: TwistWithCovariance * var ; var . twist . angular . z = var . z ( )
std :: vector < bool > VelocityStreamList3D :: do_average ( std :: vector < std :: vector < std :: string > :: string > :: vector < std :: string > :: string * var , const ros :: Time * var , tf :: Vector3 * var , tf :: Vector3 * var , velocity_type var )	std :: vector < bool > VelocityStreamList3D :: do_average ( std :: vector < std :: vector < std :: string > :: string > :: vector < std :: string > :: string * var , const rclcpp :: Time * var , tf2 :: Vector3 * var , tf2 :: Vector3 * var , velocity_type var )
std :: vector < bool > var	std :: vector < bool > var
uint32_t var = 0 ; for ( uint32_t var = 0 ; var < 3 ; var ++ )	uint32_t var = 0 ; for ( uint32_t var = 0 ; var < 3 ; var ++ )
std :: vector < bool > var ; var . push_back ( false )	std :: vector < bool > var ; var . push_back ( false )
tf :: Vector3 * var ; var . setZero ( )	tf2 :: Vector3 * var ; var . setZero ( )
tf :: Vector3 * var ; var . setZero ( )	tf2 :: Vector3 * var ; var . setZero ( )
std :: vector < bool > var	std :: vector < bool > var
uint32_t var = 0 ; uint32_t var = 0 ; for ( uint32_t var = 0 ; var < 3 ; var ++ )	uint32_t var = 0 ; uint32_t var = 0 ; for ( uint32_t var = 0 ; var < 3 ; var ++ )
uint32_t var = 0 ; std :: vector < std :: vector < std :: string > :: string > * var ; uint32_t var = 0 ; std :: vector < std :: string > var = var [ var ]	std :: vector < std :: vector < std :: string > :: string > * var ; uint32_t var = 0 ; uint32_t var = 0 ; std :: vector < std :: string > var = var [ var ]
std :: vector < double > var	std :: vector < double > var
std :: vector < double > var	std :: vector < double > var
uint32_t var = 0 ; std :: vector < std :: string > var = var [ var ] ; for ( uint32_t var = 0 ; var < var . size ( ) ; var ++ )	uint32_t var = 0 ; std :: vector < std :: string > var = var [ var ] ; for ( uint32_t var = 0 ; var < var . size ( ) ; var ++ )
tf :: Vector3 var	tf2 :: Vector3 var
tf :: Vector3 var	tf2 :: Vector3 var
uint32_t var = 0 ; tf :: Vector3 var ; const ros :: Time * var ; std :: vector < std :: string > var = var [ var ] ; tf :: Vector3 var ; std :: vector < bool > var ; var = StreamArray_ [ var ] [ var ] . do_vel_average ( var , var , var )	std :: vector < bool > var ; const rclcpp :: Time * var ; tf2 :: Vector3 var ; tf2 :: Vector3 var ; uint32_t var = 0 ; std :: vector < std :: string > var = var [ var ] ; var = StreamArray_ [ var ] [ var ] . do_vel_average ( var , var , var )
velocity_type var ; if ( ANGULAR_VELOCITY == var )	velocity_type var ; if ( ANGULAR_VELOCITY == var )
uint32_t var = 0 ; tf :: Vector3 var ; const ros :: Time * var ; std :: vector < std :: string > var = var [ var ] ; tf :: Vector3 var ; std :: vector < bool > var ; var = StreamArray_ [ var ] [ var ] . do_w_average ( var , var , var )	std :: vector < bool > var ; const rclcpp :: Time * var ; tf2 :: Vector3 var ; tf2 :: Vector3 var ; uint32_t var = 0 ; std :: vector < std :: string > var = var [ var ] ; var = StreamArray_ [ var ] [ var ] . do_w_average ( var , var , var )
velocity_type var ; ROS_ERROR ( "" "" , var , LINEAR_VELOCITY , ANGULAR_VELOCITY )	velocity_type var ; ROS_ERROR ( "" "" , var , LINEAR_VELOCITY , ANGULAR_VELOCITY )
std :: vector < bool > var ; var . clear ( )	std :: vector < bool > var ; var . clear ( )
std :: vector < bool > var ; var . push_back ( false )	std :: vector < bool > var ; var . push_back ( false )
std :: vector < bool > var ; var . push_back ( false )	std :: vector < bool > var ; var . push_back ( false )
std :: vector < bool > var ; var . push_back ( false )	std :: vector < bool > var ; var . push_back ( false )
uint32_t var = 0 ; std :: vector < bool > var ; uint32_t var = 0 ; if ( ! var [ var ] )	std :: vector < bool > var ; uint32_t var = 0 ; uint32_t var = 0 ; if ( ! var [ var ] )
std :: vector < double > var ; if ( ! var . empty ( ) )	std :: vector < double > var ; if ( ! var . empty ( ) )
uint32_t var = 0 ; std :: vector < bool > var ; uint32_t var = 0 ; var [ var ] = true	uint32_t var = 0 ; uint32_t var = 0 ; std :: vector < bool > var ; var [ var ] = true
double var = 0.0	double var = 0.0
uint32_t var = 0 ; uint32_t var = 0 ; std :: vector < double > var ; for ( uint32_t var = 0 ; var < var . size ( ) ; var ++ )	std :: vector < double > var ; uint32_t var = 0 ; uint32_t var = 0 ; for ( uint32_t var = 0 ; var < var . size ( ) ; var ++ )
uint32_t var = 0 ; uint32_t var = 0 ; std :: vector < double > var ; uint32_t var = 0 ; tf :: Vector3 * var ; std :: vector < double > var ; uint32_t var = 0 ; var . m_floats [ var ] += var [ var ] / var [ var ]	tf2 :: Vector3 * var ; std :: vector < double > var ; std :: vector < double > var ; uint32_t var = 0 ; uint32_t var = 0 ; uint32_t var = 0 ; uint32_t var = 0 ; var . m_floats [ var ] += var [ var ] / var [ var ]
uint32_t var = 0 ; std :: vector < double > var ; uint32_t var = 0 ; double var = 0.0 ; var += 1 / var [ var ]	std :: vector < double > var ; double var = 0.0 ; uint32_t var = 0 ; uint32_t var = 0 ; var += 1 / var [ var ]
uint32_t var = 0 ; tf :: Vector3 * var ; uint32_t var = 0 ; double var = 0.0 ; var . m_floats [ var ] /= var	tf2 :: Vector3 * var ; double var = 0.0 ; uint32_t var = 0 ; uint32_t var = 0 ; var . m_floats [ var ] /= var
uint32_t var = 0 ; uint32_t var = 0 ; double var = 0.0 ; tf :: Vector3 * var ; var . m_floats [ var ] = 1.0 / var	double var = 0.0 ; uint32_t var = 0 ; uint32_t var = 0 ; tf2 :: Vector3 * var ; var . m_floats [ var ] = 1.0 / var
std :: vector < bool > VelocityStreamList3D :: get_v_average ( const ros :: Time * var , tf :: Vector3 * var , tf :: Vector3 * var )	std :: vector < bool > VelocityStreamList3D :: get_v_average ( const rclcpp :: Time * var , tf2 :: Vector3 * var , tf2 :: Vector3 * var )
std :: vector < std :: vector < std :: string > :: string > var	std :: vector < std :: vector < std :: string > :: string > var
const ros :: Time * var ; std :: vector < std :: vector < std :: string > :: string > var ; get_v_streams ( var , var )	std :: vector < std :: vector < std :: string > :: string > var ; const rclcpp :: Time * var ; get_v_streams ( var , var )
const ros :: Time * var ; tf :: Vector3 * var ; std :: vector < std :: vector < std :: string > :: string > var ; tf :: Vector3 * var ; std :: vector < bool > var = do_average ( var , var , var , var , LINEAR_VELOCITY )	std :: vector < std :: vector < std :: string > :: string > var ; const rclcpp :: Time * var ; tf2 :: Vector3 * var ; tf2 :: Vector3 * var ; std :: vector < bool > var = do_average ( var , var , var , var , LINEAR_VELOCITY )
std :: vector < bool > VelocityStreamList3D :: get_w_average ( const ros :: Time * var , tf :: Vector3 * var , tf :: Vector3 * var )	std :: vector < bool > VelocityStreamList3D :: get_w_average ( const rclcpp :: Time * var , tf2 :: Vector3 * var , tf2 :: Vector3 * var )
std :: vector < std :: vector < std :: string > :: string > var	std :: vector < std :: vector < std :: string > :: string > var
std :: vector < std :: vector < std :: string > :: string > var ; const ros :: Time * var ; get_w_streams ( var , var )	const rclcpp :: Time * var ; std :: vector < std :: vector < std :: string > :: string > var ; get_w_streams ( var , var )
tf :: Vector3 * var ; std :: vector < std :: vector < std :: string > :: string > var ; tf :: Vector3 * var ; const ros :: Time * var ; std :: vector < bool > var = do_average ( var , var , var , var , ANGULAR_VELOCITY )	tf2 :: Vector3 * var ; const rclcpp :: Time * var ; std :: vector < std :: vector < std :: string > :: string > var ; tf2 :: Vector3 * var ; std :: vector < bool > var = do_average ( var , var , var , var , ANGULAR_VELOCITY )
void VelocityStreamList3D :: load_new_data ( const std :: string * var , const sumet_state_estimator :: VelocityElem3D * var )	void VelocityStreamList3D :: load_new_data ( const std :: string * var , const sumet_state_estimator :: VelocityElem3D * var )
const std :: string * var ; if ( ! in_map ( var ) )	const std :: string * var ; if ( ! in_map ( var ) )
ROS_ERROR ( "" "" )	ROS_ERROR ( "" "" )
const std :: string * var ; init_add_stream_def ( var , sumet_state_estimator :: VelIgnore )	const std :: string * var ; init_add_stream_def ( var , sumet_state_estimator :: VelIgnore )
const std :: string * var ; const sumet_state_estimator :: VelocityElem3D * var ; StreamArray_ [ var ] . add_v_elem ( var )	const sumet_state_estimator :: VelocityElem3D * var ; const std :: string * var ; StreamArray_ [ var ] . add_v_elem ( var )
bool VelocityStreamList3D :: get_stream_validity ( const std :: string * var , std :: vector < bool > * var , std :: vector < bool > * var )	bool VelocityStreamList3D :: get_stream_validity ( const std :: string * var , std :: vector < bool > * var , std :: vector < bool > * var )
const std :: string * var ; if ( ! stream_exists ( var ) )	const std :: string * var ; if ( ! stream_exists ( var ) )
std :: vector < bool > * var ; const std :: string * var ; var = StreamArray_ [ var ] . v_is_valid	const std :: string * var ; std :: vector < bool > * var ; var = StreamArray_ [ var ] . v_is_valid
std :: vector < bool > * var ; const std :: string * var ; var = StreamArray_ [ var ] . w_is_valid	std :: vector < bool > * var ; const std :: string * var ; var = StreamArray_ [ var ] . w_is_valid
bool VelocityStreamList3D :: get_stream_priority ( const std :: string * var , sumet_state_estimator :: VelPriority * var )	bool VelocityStreamList3D :: get_stream_priority ( const std :: string * var , sumet_state_estimator :: VelPriority * var )
const std :: string * var ; if ( ! stream_exists ( var ) )	const std :: string * var ; if ( ! stream_exists ( var ) )
sumet_state_estimator :: VelPriority * var ; const std :: string * var ; var = StreamArray_ [ var ] . get_priority	sumet_state_estimator :: VelPriority * var ; const std :: string * var ; var = StreamArray_ [ var ] . get_priority
void VelocityStreamList3D :: set_stream_priority ( const std :: string * var , sumet_state_estimator :: VelPriority var )	void VelocityStreamList3D :: set_stream_priority ( const std :: string * var , sumet_state_estimator :: VelPriority var )
const std :: string * var ; if ( ! in_map ( var ) )	const std :: string * var ; if ( ! in_map ( var ) )
ROS_ERROR ( "" )	ROS_ERROR ( "" )
sumet_state_estimator :: VelPriority var ; const std :: string * var ; StreamArray_ [ var ] . set_priority ( var )	sumet_state_estimator :: VelPriority var ; const std :: string * var ; StreamArray_ [ var ] . set_priority ( var )
bool VelocityStreamList3D :: stream_exists ( const std :: string * var )	bool VelocityStreamList3D :: stream_exists ( const std :: string * var )
const std :: string * var ; return in_map ( var )	const std :: string * var ; return in_map ( var )
void VelocityStreamList3D :: print_stream_array ( )	void VelocityStreamList3D :: print_stream_array ( )
StreamMap3D :: iterator var	StreamMap3D :: iterator var
StreamMap3D :: iterator var ; for ( var = StreamArray_ . begin ( ) ; var != StreamArray_ . end ( ) ; ++ var )	StreamMap3D :: iterator var ; for ( var = StreamArray_ . begin ( ) ; var != StreamArray_ . end ( ) ; ++ var )
StreamMap3D :: iterator var ; var -> second . print_list ( var -> first )	StreamMap3D :: iterator var ; var -> second . print_list ( var -> first )
void VelocityStreamList3D :: init ( double var )	void VelocityStreamList3D :: init ( double var )
StreamArray_ . clear ( )	StreamArray_ . clear ( )
double var ; static_window_ = var	double var ; static_window_ = var
void VelocityStreamList3D :: create_new_stream ( const std :: string * var , std :: vector < bool > var , std :: vector < bool > var , sumet_state_estimator :: VelPriority var , int var )	void VelocityStreamList3D :: create_new_stream ( const std :: string * var , std :: vector < bool > var , std :: vector < bool > var , sumet_state_estimator :: VelPriority var , int var )
VelocityList3D var	VelocityList3D var
std :: vector < bool > var ; VelocityList3D var ; sumet_state_estimator :: VelPriority var ; int var ; std :: vector < bool > var ; var . init ( var , var , var , static_window_ , var )	int var ; sumet_state_estimator :: VelPriority var ; std :: vector < bool > var ; std :: vector < bool > var ; VelocityList3D var ; var . init ( var , var , var , static_window_ , var )
VelocityList3D var ; const std :: string * var ; StreamArray_ [ var ] = var	const std :: string * var ; VelocityList3D var ; StreamArray_ [ var ] = var
bool VelocityStreamList3D :: in_map ( const std :: string * var )	bool VelocityStreamList3D :: in_map ( const std :: string * var )
const std :: string * var ; StreamMap3D :: iterator var = StreamArray_ . find ( var )	const std :: string * var ; StreamMap3D :: iterator var = StreamArray_ . find ( var )
StreamMap3D :: iterator var = StreamArray_ . find ( var ) ; if ( var != StreamArray_ . end ( ) )	StreamMap3D :: iterator var = StreamArray_ . find ( var ) ; if ( var != StreamArray_ . end ( ) )
Wgs84Transformer :: Wgs84Transformer ( )	Wgs84Transformer :: Wgs84Transformer ( )
std :: map < std :: string , std :: vector < std :: string > :: string > Wgs84Transformer :: Supports ( ) const	std :: map < std :: string , std :: vector < std :: string > :: string > Wgs84Transformer :: Supports ( ) const
std :: map < std :: string , std :: vector < std :: string > :: string > var	std :: map < std :: string , std :: vector < std :: string > :: string > var
std :: map < std :: string , std :: vector < std :: string > :: string > var ; var [ _wgs84_frame ] . push_back ( _tf_frame )	std :: map < std :: string , std :: vector < std :: string > :: string > var ; var [ _wgs84_frame ] . push_back ( _tf_frame )
std :: map < std :: string , std :: vector < std :: string > :: string > var ; var [ _tf_frame ] . push_back ( _wgs84_frame )	std :: map < std :: string , std :: vector < std :: string > :: string > var ; var [ _tf_frame ] . push_back ( _wgs84_frame )
bool Wgs84Transformer :: GetTransform ( const std :: string * var , const std :: string * var , const ros :: Time * var , Transform & var )	bool Wgs84Transformer :: GetTransform ( const std :: string * var , const std :: string * var , const rclcpp :: Time * var , Transform & var )
if ( ! initialized_ )	if ( ! initialized_ )
if ( ! initialized_ )	if ( ! initialized_ )
const std :: string * var ; const std :: string * var ; if ( var == _wgs84_frame == _wgs84_frame )	const std :: string * var ; const std :: string * var ; if ( var == _wgs84_frame == _wgs84_frame )
const std :: string * var ; const ros :: Time * var ; tf :: StampedTransform var ; if ( ! Transformer :: GetTransform ( local_xy_frame_ , var , var , var ) )	const std :: string * var ; const rclcpp :: Time * var ; geometry_msgs :: msg :: TransformStamped tf_transform ; if ( ! Transformer :: GetTransform ( local_xy_frame_ , var , var , var ) )
const std :: string * var ; ROS_WARN_THROTTLE ( 2.0 , "" , var . c_str ( ) , local_xy_frame_ . c_str ( ) )	const std :: string * var ; printf ( "" , var . c_str ( ) , local_xy_frame_ . c_str ( ) )
Transform & var ; tf :: StampedTransform var ; var = boost :: make_shared < TfToWgs84Transform > ( var , local_xy_util_ )	Transform & var ; geometry_msgs :: msg :: TransformStamped tf_transform ; var = std :: make_shared < TfToWgs84Transform > ( var , local_xy_util_ )
if ( var == _wgs84_frame )	if ( var == _wgs84_frame )
const std :: string * var ; tf :: StampedTransform var ; const ros :: Time * var ; if ( ! Transformer :: GetTransform ( var , local_xy_frame_ , var , var ) )	const std :: string * var ; const rclcpp :: Time * var ; geometry_msgs :: msg :: TransformStamped tf_transform ; if ( ! Transformer :: GetTransform ( var , local_xy_frame_ , var , var ) )
